registrar_id,message_version,sender_email,sender_name,sender_url,blockID,clinton_voteshare,state,dens_log,ethnic_cue,normalAssigned,obama_margin,pct_inc2pov_000,pct_inc2pov_050,pct_inc2pov_075,pct_inc2pov_100,pct_inc2pov_125,pct_inc2pov_150,pct_inc2pov_175,pct_inc2pov_185,pct_inc2pov_200,pct_inc2pov_300,pct_inc2pov_400,pct_inc2pov_500,pct_latino,pct_nonlat,pct_race_2,pct_race_asian,pct_race_black,pct_race_hpi,pct_race_native,pct_race_other,pct_race_white,pct_arab,pop_log,romney_voteshare,trump_voteshare,voterid_nonstrict_nonphoto,voterid_nonstrict_photo,voterid_strict_nonphoto,voterid_strict_photo,vra_county,vra_state,vra_county_state,Date,From,HitTracker,ReadRcpt,ReplyDate,RespTime,GotResponse,gmail_address
8856,Y,dwillis20@ez-webmail.com,Darryl Willis,https://www.ez-webmail.com/img/8856b/ez-logo@25px.png,1,0.44551907,Alabama,1.320641403,2,1,-0.083,0.098091784,0.061977606,0.049992115,0.038164327,0.042737739,0.056615676,0.023497871,0.033117805,0.170004731,0.177574515,0.07159754,0.176628292,0.004342505,0.995657495,0.00544787,0.002013343,0.450080929,0.003671391,0,0.001381706,0.537404761,0,4.392274762,0.5415,0.55448093,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:59:15-07:00,Darryl Willis <dwillis20@ez-webmail.com>,FALSE,FALSE,11/1/16 13:27,22.46666667,TRUE,FALSE
5557,K,ecabrera20@ez-webmail.com,Emilio Cabrera,https://www.ez-webmail.com/img/5557e/ez-logo@25px.png,2,0.190903465,Alabama,1.370022324,1,1,-0.456,0.056077204,0.042514345,0.051643192,0.066510172,0.076682316,0.064684403,0.029994784,0.057642149,0.156755347,0.124152321,0.096244131,0.177099635,0.031137549,0.968862451,0.014907836,0,0.145847103,0,0.007564074,0.012851583,0.818829404,0,4.13213156,0.728,0.809096535,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T08:07:12-07:00,Emilio Cabrera <ecabrera20@ez-webmail.com>,TRUE,FALSE,10/31/16 15:10,0.060277778,TRUE,FALSE
4055,V,rbowers20@ez-webmail.com,Richard Bowers,https://www.ez-webmail.com/img/4055a/ez-logo@25px.png,17,0.106508876,Alabama,1.444245549,0,0,-0.682,0.054917624,0.028457314,0.034697953,0.022965552,0.04667998,0.098352471,0.025961058,0.04667998,0.245381927,0.12880679,0.111083375,0.156015976,0.022081388,0.977918612,0.017211474,0.004603069,0.028685791,0,0.00353569,0.005670447,0.940293529,0,4.176641017,0.841,0.893491124,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:33:03-07:00,Richard Bowers <rbowers20@ez-webmail.com>,TRUE,FALSE,10/31/16 17:54,3.353888889,TRUE,FALSE
5753,K,xdavis20@ez-webmail.com,Xavier Davis,https://www.ez-webmail.com/img/5753e/ez-logo@25px.png,3,0.209500974,Alabama,1.883222759,2,1,-0.494,0.064749865,0.048562399,0.040160333,0.044168658,0.045016573,0.044322824,0.018114546,0.027441609,0.134047637,0.136360133,0.106760194,0.290295229,0.063793715,0.936206285,0.030733746,0.013720774,0.170937981,0,0.008772622,0.005736703,0.770098175,0.000512558,4.709371737,0.747,0.790499026,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:59:17-07:00,Xavier Davis <xdavis20@ez-webmail.com>,,,,,FALSE,FALSE
8578,M,gabdullah21@ez-webmail.com,Ghayth Abdullah,https://www.ez-webmail.com/img/8578a/ez-logo@25px.png,13,0.30382277,Alabama,1.967164778,3,1,-0.204,0.061547441,0.035799987,0.047214476,0.053116285,0.048706142,0.055126792,0.016278617,0.025812309,0.196121668,0.166872041,0.103962643,0.189441598,0.023416711,0.976583289,0.020021655,0.003486814,0.159879613,0.000697363,0.006606596,0.013653631,0.795654328,9.18E-05,4.7352395,0.602,0.69617723,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:31:59-07:00,Ghayth Abdullah <gabdullah21@ez-webmail.com>,TRUE,FALSE,11/3/16 20:05,77.55388889,TRUE,FALSE
2313,N,gherrera20@ez-webmail.com,Giovani Herrera,https://www.ez-webmail.com/img/2313d/ez-logo@25px.png,12,0.47346498,Alabama,1.201546907,1,1,0.016,0.121605311,0.068799034,0.107423054,0.069100785,0.056729028,0.047978274,0.048581774,0.029873265,0.147555824,0.121303561,0.066686783,0.114363307,0.015864459,0.984135541,0.023488641,0.000770119,0.448286484,0,0.005467848,0,0.521986908,0,4.102879435,0.492,0.52653502,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T08:07:01-07:00,Giovani Herrera <gherrera20@ez-webmail.com>,,,,,FALSE,FALSE
2027,N,ddavis21@ez-webmail.com,DeAndre Davis,https://www.ez-webmail.com/img/2027d/ez-logo@25px.png,17,0.34522886,Alabama,1.242416723,2,0,-0.161,0.067826087,0.043826087,0.056695652,0.08173913,0.08,0.07026087,0.023652174,0.029217391,0.151652174,0.181913043,0.077913043,0.135304348,0.021161199,0.978838801,0.014848404,0,0.313327999,0,0.000622388,0,0.671201209,0,4.030397301,0.5805,0.65477114,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:59:03-07:00,DeAndre Davis <ddavis21@ez-webmail.com>,TRUE,FALSE,11/1/16 17:39,26.6775,TRUE,FALSE
2259,W,spage20@ez-webmail.com,Shane Page,https://www.ez-webmail.com/img/2259e/ez-logo@25px.png,2,0.152490225,Alabama,1.576534093,0,1,-0.583,0.067295536,0.038801906,0.060099193,0.053875328,0.053875328,0.064475348,0.025381698,0.032383546,0.184187494,0.160070018,0.082952446,0.176602159,0.01488873,0.98511127,0.012961643,0.003537393,0.128507695,0.000527969,0.005174098,0.003880573,0.845410628,0,4.577905217,0.7915,0.847509775,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:33:18-07:00,Shane Page <spage20@ez-webmail.com>,TRUE,FALSE,10/31/16 19:48,5.251111111,TRUE,FALSE
2256,Y,salbaf20@ez-webmail.com,Sa'Di Albaf,https://www.ez-webmail.com/img/2256d/ez-logo@25px.png,6,0.269355361,Alabama,1.379011352,3,1,-0.356,0.04338215,0.04807958,0.056921802,0.042276872,0.07211937,0.043658469,0.01464493,0.041171594,0.227134568,0.152528323,0.093672285,0.164410058,0.016429904,0.983570096,0.013057828,0.016358158,0.234538671,0,0.007676855,0.010403214,0.717965275,0,4.14500984,0.678,0.730644639,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:32:06-07:00,Sa'Di Albaf <salbaf20@ez-webmail.com>,TRUE,FALSE,10/31/16 16:33,2.018333333,TRUE,FALSE
6307,R,bwood20@ez-webmail.com,Benjamin Wood,https://www.ez-webmail.com/img/6307f/ez-logo@25px.png,11,0.102292672,Alabama,2.051488016,0,1,-0.696,0.051742152,0.034843047,0.047608231,0.054967519,0.053786399,0.054694953,0.030618271,0.030209422,0.216145005,0.146004634,0.095216463,0.184163903,0.043152179,0.956847821,0.012334507,0.004970992,0.013586552,0.000285119,0.004388357,0.008925472,0.955509,0.000185947,4.913845629,0.848,0.897707328,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:33:09-07:00,Benjamin Wood <bwood20@ez-webmail.com>,TRUE,FALSE,11/1/16 16:29,25.94083333,TRUE,FALSE
1167,S,ssherman20@ez-webmail.com,Stephen Sherman,https://www.ez-webmail.com/img/1167b/ez-logo@25px.png,3,0.242117983,Alabama,1.950985553,0,1,-0.421,0.053866337,0.044759994,0.048850131,0.043448063,0.039743788,0.040515512,0.015048619,0.023691928,0.19941349,0.163373977,0.11722488,0.210063281,0.058564773,0.941435227,0.03019215,0.011976886,0.194189511,1.00E-04,0.003839002,0.009717473,0.749985004,0.00149961,4.695183873,0.7105,0.757882017,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:33:33-07:00,Stephen Sherman <ssherman20@ez-webmail.com>,FALSE,FALSE,10/31/16 18:55,4.357777778,TRUE,FALSE
4231,K,mwhite20@ez-webmail.com,Michael White,https://www.ez-webmail.com/img/4231a/ez-logo@25px.png,14,0.689199355,Alabama,1.633734908,0,1,0.397,0.15611555,0.076623643,0.052755583,0.06381889,0.063204261,0.049170252,0.011985249,0.030628969,0.15509117,0.132145052,0.056648228,0.151813153,0.003743303,0.996256697,0.011323492,0.00128676,0.696207566,0.000467913,0.000982617,0.001544112,0.288187539,0.000397726,4.614179827,0.3015,0.310800645,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:33:06-07:00,Michael White <mwhite20@ez-webmail.com>,,,,,FALSE,FALSE
6529,A,mmurillo20@ez-webmail.com,Matias Murillo,https://www.ez-webmail.com/img/6529e/ez-logo@25px.png,11,0.14461333,Alabama,1.966298143,1,1,-0.548,0.059706508,0.045648034,0.041783354,0.053265375,0.062731041,0.065475524,0.031869609,0.029181136,0.246499384,0.150274448,0.078357791,0.135207797,0.139600979,0.860399021,0.024678504,0.002898388,0.017995329,4.22E-05,0.01256437,0.055983904,0.885837296,9.85E-05,4.852058914,0.774,0.85538667,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T08:07:02-07:00,Matias Murillo <mmurillo20@ez-webmail.com>,TRUE,FALSE,11/2/16 20:53,53.77111111,TRUE,FALSE
6606,B,rreyes20@ez-webmail.com,Roberto Reyes,https://www.ez-webmail.com/img/6606c/ez-logo@25px.png,3,0.23397587,Alabama,2.122940387,1,1,-0.488,0.045034586,0.023267063,0.035553621,0.029845692,0.034586175,0.037682001,0.008561892,0.038455957,0.175978329,0.158951289,0.149470324,0.26261307,0.027141096,0.972858904,0.017093911,0.007681677,0.207056685,0,0.004531816,0.009138332,0.754497578,0.000298801,4.910992386,0.744,0.76602413,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T08:07:11-07:00,Roberto Reyes <rreyes20@ez-webmail.com>,TRUE,FALSE,10/31/16 20:03,4.937777778,TRUE,FALSE
6651,X,ajohnson20@ez-webmail.com,Andre Johnson,https://www.ez-webmail.com/img/6651d/ez-logo@25px.png,5,0.313618158,Alabama,1.612624457,2,1,-0.256,0.102810651,0.047231615,0.075972105,0.082206255,0.075338123,0.056530008,0.022823331,0.035502959,0.172337278,0.107776839,0.072379544,0.149091293,0.020188213,0.979811787,0.013721676,0.00136691,0.32493034,0,0.03317386,0.005572788,0.621234425,0.000131434,4.577376892,0.628,0.686381842,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:59:19-07:00,Andre Johnson <ajohnson20@ez-webmail.com>,,,,,FALSE,FALSE
6436,M,zel-mofty20@ez-webmail.com,Zahi El-Mofty,https://www.ez-webmail.com/img/6436b/ez-logo@25px.png,4,0.243632597,Alabama,2.286743009,3,1,-0.384,0.055589803,0.046488015,0.050803206,0.057366646,0.059216013,0.050114226,0.020995757,0.028574537,0.202378794,0.159335678,0.096312144,0.17282518,0.035236156,0.964763844,0.014194341,0.00668421,0.153659989,0.000720281,0.003582198,0.00576225,0.815396731,0.00130611,5.01308171,0.692,0.756367403,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:32:08-07:00,Zahi El-Mofty <zel-mofty20@ez-webmail.com>,,,,,FALSE,FALSE
2034,O,ahussain20@ez-webmail.com,Aali Hussain,https://www.ez-webmail.com/img/2034f/ez-logo@25px.png,2,0.168423664,Alabama,1.442475894,3,1,-0.535,0.047995014,0.063785581,0.047995014,0.059837939,0.052565967,0.058175774,0.028464575,0.051942655,0.173072927,0.179098276,0.099937669,0.13712861,0.007521006,0.992478994,0.013279276,0.00246783,0.122686409,0,0,0,0.861566485,0,4.224274014,0.7675,0.831576336,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:32:10-07:00,Aali Hussain <ahussain20@ez-webmail.com>,TRUE,FALSE,10/31/16 16:37,2.0875,TRUE,FALSE
7630,A,skader20@ez-webmail.com,Salim Kader,https://www.ez-webmail.com/img/7630a/ez-logo@25px.png,17,0.188373489,Alabama,1.707639426,3,0,-0.405,0.071225409,0.03804219,0.084261673,0.044323299,0.053804219,0.051433989,0.019198862,0.036975587,0.21711306,0.150865134,0.081772932,0.150983645,0.154186274,0.845813726,0.006853425,0.0007264,0.048795124,0.000884313,0.006506016,0.038657108,0.897577614,0,4.50101816,0.7025,0.811626511,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:32:22-07:00,Salim Kader <skader20@ez-webmail.com>,FALSE,FALSE,10/31/16 18:05,3.558055556,TRUE,FALSE
1013,U,mdavis20@ez-webmail.com,Maurice Davis,https://www.ez-webmail.com/img/1013e/ez-logo@25px.png,8,0.132474541,Alabama,1.677758938,2,1,-0.63,0.08722343,0.039902801,0.057935797,0.067144136,0.037472823,0.042076992,0.041437524,0.027369229,0.184678348,0.1676685,0.085688707,0.161401714,0.035314737,0.964685263,0.01752685,0.004064737,0.097143496,0,0.002162888,0.01338753,0.865714499,0,4.427778137,0.815,0.867525459,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:59:22-07:00,Maurice Davis <mdavis20@ez-webmail.com>,FALSE,FALSE,10/31/16 15:52,0.887222222,TRUE,FALSE
4372,K,cramos20@ez-webmail.com,Carlos Ramos,https://www.ez-webmail.com/img/4372d/ez-logo@25px.png,14,0.827002477,Alabama,1.149310917,1,1,0.697,0.126512097,0.095766129,0.083165323,0.101310484,0.071572581,0.067540323,0.027217742,0.010080645,0.1875,0.064012097,0.043850806,0.121471774,0.004432826,0.995567174,0.010002273,0.001136622,0.807797227,0,0.003864515,0,0.177199363,0,3.928395852,0.1515,0.172997523,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T08:06:59-07:00,Carlos Ramos <cramos20@ez-webmail.com>,TRUE,FALSE,11/1/16 16:53,25.77194444,TRUE,FALSE
3529,U,nel-ghazzawy20@ez-webmail.com,Nour El-Ghazzawy,https://www.ez-webmail.com/img/3529b/ez-logo@25px.png,16,0.600704935,Alabama,1.387382483,3,1,0.255,0.099949135,0.073245168,0.073245168,0.05162767,0.07197355,0.052390641,0.028229908,0.009155646,0.170142421,0.140132248,0.061546287,0.168362157,0.010654193,0.989345807,0.005457026,0.002663548,0.584356526,0.000909504,0.002338725,0.005846813,0.398427857,0.000259858,4.178084433,0.3725,0.399295065,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:31:27-07:00,Nour El-Ghazzawy <nel-ghazzawy20@ez-webmail.com>,TRUE,FALSE,10/31/16 17:37,3.103055556,TRUE,FALSE
319,A1,mpratt20@ez-webmail.com,Matthew Pratt,https://www.ez-webmail.com/img/319d/ez-logo@25px.png,5,0.289037805,Alabama,1.500455594,0,1,-0.294,0.034189849,0.035039286,0.042259503,0.055001062,0.02781907,0.066043746,0.01231684,0.033128053,0.174134636,0.143767254,0.144191973,0.232108728,0.024203822,0.975796178,0.006079907,0.012623046,0.276606833,0,0,0.006948466,0.697741749,0,4.236083585,0.647,0.710962195,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:33:15-07:00,Matthew Pratt <mpratt20@ez-webmail.com>,TRUE,FALSE,11/1/16 13:50,23.28972222,TRUE,FALSE
6020,R,lmoreno20@ez-webmail.com,Luis Moreno,https://www.ez-webmail.com/img/6020c/ez-logo@25px.png,9,0.256530622,Alabama,2.256868358,1,1,-0.403,0.062009032,0.04109901,0.041630299,0.051876589,0.048119616,0.047512428,0.018139729,0.030093735,0.173200258,0.147964024,0.102804448,0.235550833,0.031538917,0.968461083,0.01802501,0.008197596,0.261546969,3.88E-05,0.003783506,0.009905024,0.69850309,0.001183558,5.01775934,0.7015,0.743469378,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T08:07:04-07:00,Luis Moreno <lmoreno20@ez-webmail.com>,TRUE,FALSE,10/31/16 17:19,2.204722222,TRUE,FALSE
5983,K,jcalderon20@ez-webmail.com,Jael Calderon,https://www.ez-webmail.com/img/5983f/ez-logo@25px.png,10,0.180390033,Alabama,1.695762994,1,1,-0.419,0.058900886,0.042981728,0.055094131,0.067414175,0.057793466,0.058900886,0.01280454,0.024363234,0.210894241,0.13891196,0.114894795,0.157045958,0.026654342,0.973345658,0.020900928,0.00413114,0.032351166,0.000924319,0.018373199,0.010412737,0.912906512,0.000226364,4.719497017,0.7095,0.819609967,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T08:07:03-07:00,Jael Calderon <jcalderon20@ez-webmail.com>,TRUE,FALSE,10/31/16 17:19,2.213055556,TRUE,FALSE
2455,F,clopez20@ez-webmail.com,Camilo Lopez,https://www.ez-webmail.com/img/2455a/ez-logo@25px.png,16,0.537149843,Alabama,2.774692636,1,1,0.06,0.063296253,0.041421724,0.043266709,0.042030689,0.038979832,0.04230804,0.016532513,0.027319044,0.16024841,0.131964668,0.110102198,0.282529921,0.038121894,0.961878106,0.01040171,0.015208687,0.422848548,0.000177586,0.002379962,0.019180856,0.529802651,0.004248415,5.81978602,0.47,0.462850157,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T08:06:57-07:00,Camilo Lopez <clopez20@ez-webmail.com>,TRUE,FALSE,10/31/16 15:11,0.078055556,TRUE,FALSE
9387,M,dalexander20@ez-webmail.com,Darnell Alexander,https://www.ez-webmail.com/img/9387c/ez-logo@25px.png,2,0.151006711,Alabama,1.379448727,2,1,-0.532,0.065599288,0.055592617,0.059372915,0.057371581,0.057816322,0.060040027,0.048699133,0.055814988,0.198132088,0.141205248,0.084056037,0.116299755,0.013666947,0.986333053,0.007359125,0.000140174,0.11627418,0,0.002593216,0.000350435,0.873282871,0.000280348,4.142608436,0.766,0.848993289,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:59:16-07:00,Darnell Alexander <dalexander20@ez-webmail.com>,,,,,FALSE,FALSE
9290,K,dfoster21@ez-webmail.com,Devin Foster,https://www.ez-webmail.com/img/9290e/ez-logo@25px.png,13,0.262602361,Alabama,2.145131492,0,1,-0.309,0.064574771,0.038254821,0.035607019,0.031892191,0.047699968,0.042918116,0.016440089,0.030785647,0.185148593,0.162385394,0.112511856,0.231781537,0.023431774,0.976568226,0.015445139,0.008008191,0.099461091,9.70E-05,0.004699289,0.002543652,0.869745635,0.00106704,4.966596916,0.6545,0.737397639,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2016-10-31T07:33:07-07:00,Devin Foster <dfoster21@ez-webmail.com>,FALSE,FALSE,10/31/16 15:57,1.405277778,TRUE,FALSE
